ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
7763,1,0,118,0,-118
7764,1,0,93,0,-93
7765,1,1,548,4850,4302
7766,1,0,181,0,-181
7767,0,0,32,0,-32
7768,0,0,216,0,-216
7769,1,1,144,1259,1115
7770,0,0,50,0,-50
7771,0,0,48,0,-48
7772,1,0,132,0,-132
7773,1,0,21,0,-21
7774,1,1,306,8231,7925
7775,0,0,7,0,-7
7776,1,1,122,1708,1586
7777,1,0,9,0,-9
7778,1,0,7,0,-7
7779,1,1,984,1349,365
7780,1,0,1,0,-1
7781,0,0,56,0,-56
7782,1,1,227,1370,1143
7783,0,0,48,0,-48
7784,1,0,11,0,-11
7785,1,1,863,1343,480
7786,1,0,77,0,-77
7787,1,1,190,1695,1505
7788,0,0,5,0,-5
7789,1,1,39,1246,1207
7790,1,1,335,1400,1065
7791,0,0,85,0,-85
7792,0,0,2,0,-2
7793,1,1,213,3013,2800
7794,1,0,57,0,-57
7795,1,1,112,1305,1193
7796,1,1,258,1246,988
7797,0,0,4,0,-4
7798,0,0,1,0,-1
7799,1,0,118,0,-118
7800,0,0,53,0,-53
7801,1,1,74,1281,1207
7802,1,1,143,1261,1118
7803,1,1,330,1369,1039
7804,1,0,0,0,0
7805,1,0,108,0,-108
7806,0,0,30,0,-30
7807,0,0,36,0,-36
7808,0,0,159,0,-159
7809,1,0,47,0,-47
7810,0,0,8,0,-8
7811,0,0,31,0,-31
7812,1,0,37,0,-37
7813,1,0,31,0,-31
7814,1,1,143,1255,1112
7815,1,1,744,1613,869
7816,0,0,49,0,-49
7817,0,0,41,0,-41
7818,0,0,135,0,-135
7819,0,0,12,0,-12
7820,1,0,11,0,-11
7821,1,0,88,0,-88
7822,1,0,9,0,-9
7823,1,0,19,0,-19
7824,1,0,78,0,-78
7825,1,0,2,0,-2
7826,1,1,591,1558,967
7827,0,0,10,0,-10
7828,0,0,53,0,-53
7829,0,0,38,0,-38
7830,1,0,126,0,-126
7831,1,0,23,0,-23
7832,1,0,7,0,-7
7833,0,0,35,0,-35
7834,1,0,8,0,-8
7835,1,1,452,1357,905
7836,1,0,15,0,-15
7837,0,0,34,0,-34
7838,1,0,29,0,-29
7839,1,1,826,1485,659
7840,0,0,56,0,-56
7841,1,1,269,1267,998
7842,0,0,36,0,-36
7843,0,0,43,0,-43
7844,0,0,51,0,-51
7845,1,1,75,1750,1675
7846,1,1,189,1253,1064
7847,0,0,5,0,-5
7848,0,0,3,0,-3
7849,1,0,40,0,-40
7850,1,0,142,0,-142
7851,0,0,95,0,-95
7852,0,0,84,0,-84
7853,0,0,30,0,-30
7854,0,0,27,0,-27
7855,0,0,100,0,-100
7856,1,1,412,1962,1550
7857,1,0,46,0,-46
7858,0,0,6,0,-6
7859,1,1,770,1286,516
7860,0,0,122,0,-122
7861,1,1,709,1420,711
7862,1,1,477,1294,817
7863,0,0,2,0,-2
7864,0,0,76,0,-76
7865,0,0,15,0,-15
7866,1,1,696,1350,654
7867,0,0,45,0,-45
7868,0,0,3,0,-3
7869,1,1,508,1272,764
7870,1,1,775,1317,542
7871,0,0,57,0,-57
7872,1,1,833,1760,927
7873,1,0,14,0,-14
7874,1,0,77,0,-77
7875,1,0,108,0,-108
7876,1,0,38,0,-38
7877,1,1,487,1421,934
7878,1,0,17,0,-17
7879,0,0,1,0,-1
7880,0,0,166,0,-166
7881,1,0,37,0,-37
7882,0,0,2,0,-2
7883,1,1,738,1285,547
7884,1,1,351,1399,1048
7885,1,1,224,1382,1158
7886,0,0,102,0,-102
7887,1,0,7,0,-7
7888,0,0,47,0,-47
7889,0,0,19,0,-19
7890,1,1,238,2079,1841
7891,1,0,3,0,-3
7892,1,1,414,1442,1028
7893,1,0,21,0,-21
7894,0,0,36,0,-36
7895,1,1,626,1391,765
7896,0,0,64,0,-64
7897,1,0,52,0,-52
7898,1,0,18,0,-18
7899,1,0,36,0,-36
7900,1,1,507,1730,1223
7901,0,0,43,0,-43
7902,1,1,70,1239,1169
7903,1,1,471,1787,1316
7904,1,1,2160,1255,-905
7905,1,0,116,0,-116
7906,1,0,5,0,-5
7907,1,0,13,0,-13
7908,0,0,11,0,-11
7909,0,0,39,0,-39
7910,0,0,59,0,-59
7911,0,0,7,0,-7
7912,1,0,9,0,-9
7913,1,0,51,0,-51
7914,0,0,88,0,-88
7915,1,0,9,0,-9
7916,1,0,54,0,-54
7917,1,1,200,1303,1103
7918,0,0,43,0,-43
7919,1,1,1553,1373,-180
7920,1,1,910,1404,494
7921,0,0,3,0,-3
7922,1,0,23,0,-23
7923,0,0,1,0,-1
7924,1,0,10,0,-10
7925,0,0,8,0,-8
7926,1,1,785,1580,795
7927,0,0,38,0,-38
7928,0,0,203,0,-203
7929,0,0,82,0,-82
7930,1,1,223,1343,1120
7931,1,0,25,0,-25
7932,1,1,1028,1305,277
7933,1,0,17,0,-17
7934,1,1,850,1461,611
7935,0,0,5,0,-5
7936,0,0,22,0,-22
7937,1,1,1374,1636,262
7938,1,1,690,1357,667
7939,0,0,38,0,-38
7940,1,1,404,1331,927
7941,1,1,496,1507,1011
7942,1,0,49,0,-49
7943,1,0,97,0,-97
7944,0,0,71,0,-71
7945,1,1,570,1638,1068
7946,0,0,60,0,-60
7947,0,0,2,0,-2
7948,0,0,80,0,-80
7949,1,1,1094,3597,2503
7950,0,0,80,0,-80
7951,1,1,84,1331,1247
7952,1,1,260,1772,1512
7953,1,1,299,1373,1074
7954,1,0,77,0,-77
7955,1,0,44,0,-44
7956,1,0,31,0,-31
7957,1,0,48,0,-48
7958,1,0,145,0,-145
7959,0,0,24,0,-24
7960,1,0,53,0,-53
7961,1,1,111,1340,1229
7962,1,0,131,0,-131
7963,0,0,10,0,-10
7964,1,1,455,1240,785
7965,0,0,47,0,-47
7966,1,0,20,0,-20
7967,1,1,31,3217,3186
7968,0,0,7,0,-7
7969,1,0,126,0,-126
7970,1,0,24,0,-24
7971,0,0,3,0,-3
7972,1,0,12,0,-12
7973,1,1,1521,1311,-210
7974,1,0,17,0,-17
7975,1,0,0,0,0
7976,1,0,35,0,-35
7977,0,0,31,0,-31
7978,1,0,244,0,-244
7979,0,0,2,0,-2
7980,1,1,381,2094,1713
7981,1,0,1,0,-1
7982,1,0,21,0,-21
7983,0,0,7,0,-7
7984,1,1,591,1523,932
7985,1,1,734,1619,885
7986,1,1,620,1577,957
7987,1,1,231,1517,1286
7988,1,0,77,0,-77
7989,1,1,162,1717,1555
7990,0,0,31,0,-31
7991,0,0,4,0,-4
7992,0,0,22,0,-22
7993,0,0,12,0,-12
7994,0,0,20,0,-20
7995,1,0,94,0,-94
7996,1,1,359,2713,2354
7997,0,0,111,0,-111
7998,1,1,332,1325,993
7999,0,0,23,0,-23
8000,0,0,15,0,-15
8001,1,0,42,0,-42
8002,1,0,54,0,-54
8003,1,0,34,0,-34
8004,1,0,62,0,-62
8005,1,1,1455,1341,-114
8006,1,1,239,1272,1033
8007,1,0,11,0,-11
8008,1,0,194,0,-194
8009,1,0,64,0,-64
8010,0,0,47,0,-47
8011,1,0,3,0,-3
8012,1,1,110,1236,1126
8013,1,1,596,1238,642
8014,0,0,30,0,-30
8015,0,0,30,0,-30
8016,1,1,559,1384,825
8017,1,1,49,1519,1470
8018,1,0,74,0,-74
8019,1,1,44,1422,1378
8020,0,0,90,0,-90
8021,1,0,134,0,-134
8022,1,0,48,0,-48
8023,0,0,67,0,-67
8024,0,0,49,0,-49
8025,0,0,37,0,-37
8026,0,0,64,0,-64
8027,1,1,1576,1560,-16
8028,1,1,1103,1475,372
8029,1,0,92,0,-92
8030,0,0,26,0,-26
8031,0,0,92,0,-92
8032,1,0,19,0,-19
8033,0,0,100,0,-100
8034,0,0,6,0,-6
8035,1,1,905,1536,631
8036,0,0,96,0,-96
8037,1,0,15,0,-15
8038,1,0,16,0,-16
8039,1,1,234,2164,1930
8040,1,1,1414,1275,-139
8041,1,1,240,1830,1590
8042,0,0,11,0,-11
8043,0,0,11,0,-11
8044,1,0,4,0,-4
8045,1,1,1558,1627,69
8046,0,0,27,0,-27
8047,1,1,155,2918,2763
8048,0,0,35,0,-35
8049,0,0,171,0,-171
8050,1,1,1838,3093,1255
8051,1,1,51,1368,1317
8052,0,0,23,0,-23
8053,0,0,106,0,-106
8054,1,1,416,1502,1086
8055,0,0,30,0,-30
8056,0,0,23,0,-23
8057,0,0,39,0,-39
8058,0,0,15,0,-15
8059,1,1,12,1667,1655
8060,0,0,45,0,-45
8061,1,0,67,0,-67
8062,1,0,95,0,-95
8063,0,0,3,0,-3
8064,1,0,23,0,-23
8065,1,0,43,0,-43
8066,1,0,8,0,-8
8067,1,1,772,1541,769
8068,1,1,500,2376,1876
8069,1,0,3,0,-3
8070,1,0,44,0,-44
8071,1,0,138,0,-138
8072,0,0,35,0,-35
8073,0,0,4,0,-4
8074,1,0,8,0,-8
8075,1,1,58,1533,1475
8076,1,0,7,0,-7
8077,1,1,82,1460,1378
8078,0,0,11,0,-11
8079,0,0,36,0,-36
8080,1,1,364,1805,1441
8081,1,0,34,0,-34
8082,0,0,115,0,-115
8083,0,0,55,0,-55
8084,1,1,152,1284,1132
8085,1,0,32,0,-32
8086,1,1,569,1428,859
8087,0,0,8,0,-8
8088,0,0,24,0,-24
8089,1,1,193,2310,2117
8090,1,1,566,1777,1211
8091,1,1,869,1311,442
8092,1,1,1048,1414,366
8093,0,0,107,0,-107
8094,0,0,45,0,-45
8095,1,1,419,2345,1926
8096,1,0,16,0,-16
8097,1,0,36,0,-36
8098,1,1,222,2474,2252
8099,1,0,44,0,-44
8100,1,0,132,0,-132
8101,1,1,221,2027,1806
8102,1,0,22,0,-22
8103,1,0,9,0,-9
8104,0,0,18,0,-18
8105,0,0,95,0,-95
8106,0,0,102,0,-102
8107,1,0,37,0,-37
8108,1,0,3,0,-3
8109,1,0,31,0,-31
8110,0,0,39,0,-39
8111,1,0,39,0,-39
8112,0,0,21,0,-21
8113,1,0,29,0,-29
8114,0,0,103,0,-103
8115,0,0,34,0,-34
8116,0,0,5,0,-5
8117,0,0,93,0,-93
8118,1,1,215,1442,1227
8119,1,0,0,0,0
8120,1,0,62,0,-62
8121,1,0,68,0,-68
8122,0,0,36,0,-36
8123,1,1,311,1295,984
8124,1,1,284,1404,1120
8125,0,0,7,0,-7
8126,1,0,4,0,-4
8127,1,1,1081,1236,155
8128,1,1,1079,1684,605
8129,1,1,818,1246,428
8130,0,0,68,0,-68
8131,1,1,294,1517,1223
8132,1,1,319,1597,1278
8133,0,0,30,0,-30
8134,0,0,58,0,-58
8135,1,1,482,1506,1024
8136,1,1,847,1471,624
8137,0,0,7,0,-7
8138,0,0,19,0,-19
8139,1,1,74,1737,1663
8140,1,0,143,0,-143
8141,1,0,64,0,-64
8142,1,0,13,0,-13
8143,1,1,704,1449,745
8144,0,0,28,0,-28
8145,1,1,928,1303,375
8146,1,1,860,2131,1271
8147,0,0,14,0,-14
8148,0,0,30,0,-30
8149,1,0,8,0,-8
8150,1,1,760,1249,489
8151,1,0,88,0,-88
8152,1,0,4,0,-4
8153,1,1,247,1243,996
8154,0,0,100,0,-100
8155,1,1,274,1410,1136
8156,0,0,11,0,-11
8157,1,1,2287,1263,-1024
8158,1,0,31,0,-31
8159,0,0,6,0,-6
8160,0,0,112,0,-112
8161,0,0,166,0,-166
8162,1,0,74,0,-74
8163,0,0,13,0,-13
8164,1,0,20,0,-20
8165,0,0,10,0,-10
8166,0,0,17,0,-17
8167,1,1,2403,1250,-1153
8168,1,0,49,0,-49
8169,0,0,38,0,-38
8170,0,0,32,0,-32
8171,1,1,968,1355,387
8172,1,0,56,0,-56
8173,0,0,30,0,-30
8174,0,0,106,0,-106
8175,1,0,49,0,-49
8176,1,1,535,1630,1095
8177,0,0,30,0,-30
8178,0,0,20,0,-20
8179,1,1,659,1460,801
8180,1,1,632,1339,707
8181,1,1,3703,1343,-2360
8182,1,0,2,0,-2
8183,1,0,30,0,-30
8184,0,0,21,0,-21
8185,1,0,18,0,-18
8186,1,0,89,0,-89
8187,0,0,39,0,-39
8188,0,0,48,0,-48
8189,1,0,35,0,-35
8190,0,0,12,0,-12
8191,0,0,56,0,-56
8192,1,1,114,1660,1546
8193,1,0,27,0,-27
8194,1,0,18,0,-18
8195,0,0,43,0,-43
8196,1,1,489,1702,1213
8197,1,1,378,1358,980
8198,1,0,114,0,-114
8199,1,0,32,0,-32
8200,1,0,2,0,-2
8201,1,1,199,2647,2448
8202,1,1,591,1466,875
8203,1,1,3680,1570,-2110
8204,1,1,473,1976,1503
8205,0,0,14,0,-14
8206,1,0,4,0,-4
8207,1,1,1210,1271,61
8208,0,0,17,0,-17
8209,0,0,3,0,-3
8210,1,1,343,3249,2906
8211,0,0,12,0,-12
8212,1,1,220,2366,2146
8213,1,0,19,0,-19
8214,1,1,475,1282,807
8215,1,1,189,2152,1963
8216,1,1,588,1448,860
8217,1,0,15,0,-15
8218,0,0,123,0,-123
8219,1,0,112,0,-112
8220,1,1,372,1267,895
8221,1,0,21,0,-21
8222,1,1,379,2094,1715
8223,1,0,20,0,-20
8224,0,0,52,0,-52
8225,1,1,275,1350,1075
8226,1,0,39,0,-39
8227,0,0,73,0,-73
8228,1,1,649,2320,1671
8229,1,1,232,1294,1062
8230,1,0,26,0,-26
8231,0,0,57,0,-57
8232,1,1,68,1640,1572
8233,0,0,33,0,-33
8234,1,1,140,1338,1198
8235,0,0,72,0,-72
8236,1,0,42,0,-42
8237,1,0,6,0,-6
8238,0,0,12,0,-12
8239,0,0,4,0,-4
8240,1,1,357,1925,1568
8241,1,1,1262,1254,-8
8242,0,0,194,0,-194
8243,0,0,55,0,-55
8244,1,1,991,1360,369
8245,1,1,462,1325,863
8246,0,0,97,0,-97
8247,1,1,134,2308,2174
8248,0,0,113,0,-113
8249,1,1,1388,1662,274
8250,0,0,2,0,-2
8251,0,0,105,0,-105
8252,1,1,2720,1261,-1459
8253,0,0,133,0,-133
8254,1,0,3,0,-3
8255,0,0,38,0,-38
8256,0,0,47,0,-47
8257,1,1,892,1456,564
8258,0,0,42,0,-42
8259,1,1,1511,1710,199
8260,1,0,5,0,-5
8261,1,0,83,0,-83
8262,0,0,18,0,-18
8263,0,0,10,0,-10
8264,0,0,143,0,-143
8265,0,0,61,0,-61
8266,0,0,36,0,-36
8267,0,0,0,0,0
8268,1,1,372,2854,2482
8269,0,0,13,0,-13
8270,1,1,290,1527,1237
8271,0,0,6,0,-6
8272,0,0,48,0,-48
8273,0,0,58,0,-58
8274,1,1,911,1397,486
8275,1,1,249,1858,1609
8276,1,1,197,1238,1041
8277,0,0,72,0,-72
8278,1,0,90,0,-90
8279,0,0,87,0,-87
8280,0,0,43,0,-43
8281,1,0,21,0,-21
8282,1,0,1,0,-1
8283,0,0,28,0,-28
8284,1,0,103,0,-103
8285,1,1,109,1260,1151
8286,0,0,321,0,-321
8287,1,1,75,1522,1447
8288,0,0,128,0,-128
8289,1,1,59,1362,1303
8290,1,1,750,1311,561
8291,1,0,26,0,-26
8292,1,0,15,0,-15
8293,1,0,12,0,-12
8294,1,1,175,1374,1199
8295,1,0,105,0,-105
8296,0,0,12,0,-12
8297,1,0,86,0,-86
8298,0,0,38,0,-38
8299,1,0,13,0,-13
8300,1,1,26,2165,2139
8301,1,1,1009,2031,1022
8302,1,1,881,1353,472
8303,0,0,21,0,-21
8304,1,0,24,0,-24
8305,0,0,75,0,-75
8306,1,0,8,0,-8
8307,0,0,20,0,-20
8308,0,0,87,0,-87
8309,1,0,57,0,-57
8310,0,0,75,0,-75
8311,1,0,16,0,-16
8312,1,1,229,1381,1152
8313,1,0,205,0,-205
8314,1,0,71,0,-71
8315,0,0,17,0,-17
8316,1,0,110,0,-110
8317,1,0,95,0,-95
8318,0,0,7,0,-7
8319,0,0,70,0,-70
8320,0,0,97,0,-97
8321,1,1,849,1398,549
8322,1,0,45,0,-45
8323,0,0,26,0,-26
8324,0,0,33,0,-33
8325,0,0,6,0,-6
8326,1,0,108,0,-108
8327,1,1,308,1469,1161
8328,1,0,14,0,-14
8329,1,0,28,0,-28
8330,0,0,50,0,-50
8331,1,0,49,0,-49
8332,0,0,11,0,-11
8333,1,1,432,1387,955
8334,1,0,8,0,-8
8335,0,0,9,0,-9
8336,0,0,14,0,-14
8337,1,1,808,1314,506
8338,0,0,41,0,-41
8339,1,1,32,1282,1250
8340,1,1,386,1438,1052
8341,1,1,927,2186,1259
8342,1,1,434,2266,1832
8343,0,0,13,0,-13
8344,1,0,140,0,-140
8345,1,1,1240,2376,1136
8346,0,0,42,0,-42
8347,0,0,58,0,-58
8348,1,0,11,0,-11
8349,1,1,156,1316,1160
8350,1,1,66,1381,1315
8351,0,0,42,0,-42
8352,0,0,17,0,-17
8353,0,0,58,0,-58
8354,0,0,25,0,-25
8355,1,1,226,1562,1336
8356,1,1,445,1634,1189
8357,0,0,16,0,-16
8358,0,0,4,0,-4
8359,1,1,111,1504,1393
8360,1,1,209,1326,1117
8361,0,0,9,0,-9
8362,0,0,24,0,-24
8363,0,0,164,0,-164
8364,0,0,12,0,-12
8365,1,1,24,1414,1390
8366,0,0,122,0,-122
8367,1,0,36,0,-36
8368,1,0,55,0,-55
8369,0,0,52,0,-52
8370,0,0,17,0,-17
8371,1,0,1,0,-1
8372,0,0,87,0,-87
8373,1,1,585,1462,877
8374,1,1,412,1573,1161
8375,0,0,12,0,-12
8376,1,0,15,0,-15
8377,0,0,86,0,-86
8378,1,1,964,1780,816
8379,0,0,66,0,-66
8380,0,0,12,0,-12
8381,0,0,55,0,-55
8382,1,0,8,0,-8
8383,0,0,64,0,-64
8384,1,1,136,1441,1305
8385,1,1,242,1377,1135
8386,1,1,63,1347,1284
8387,1,1,430,1273,843
8388,1,1,987,1855,868
8389,0,0,106,0,-106
8390,0,0,101,0,-101
8391,1,1,204,2230,2026
8392,1,0,1,0,-1
8393,1,0,23,0,-23
8394,1,1,151,1265,1114
8395,0,0,80,0,-80
8396,1,0,45,0,-45
8397,0,0,57,0,-57
8398,1,1,166,1244,1078
8399,1,1,334,1264,930
8400,1,0,40,0,-40
8401,0,0,10,0,-10
8402,1,1,39,1372,1333
8403,1,0,56,0,-56
8404,0,0,3,0,-3
8405,0,0,25,0,-25
8406,1,1,153,1608,1455
8407,0,0,48,0,-48
8408,1,0,30,0,-30
8409,1,1,687,1512,825
8410,0,0,5,0,-5
8411,1,1,855,1370,515
8412,0,0,34,0,-34
8413,1,1,459,1235,776
8414,0,0,82,0,-82
8415,1,0,31,0,-31
8416,0,0,33,0,-33
8417,0,0,19,0,-19
8418,1,1,578,1401,823
8419,1,0,22,0,-22
8420,0,0,3,0,-3
8421,1,1,561,1429,868
8422,0,0,11,0,-11
8423,1,1,585,1361,776
8424,1,1,121,1292,1171
8425,1,1,800,1281,481
8426,0,0,29,0,-29
8427,1,0,43,0,-43
8428,0,0,8,0,-8
8429,0,0,29,0,-29
8430,1,1,547,1239,692
8431,1,1,269,1268,999
8432,1,1,1217,1291,74
8433,1,0,9,0,-9
8434,1,0,179,0,-179
8435,1,1,1592,1703,111
8436,1,0,38,0,-38
8437,1,0,8,0,-8
8438,1,1,669,1627,958
8439,1,0,58,0,-58
8440,1,1,765,1256,491
8441,0,0,4,0,-4
8442,0,0,16,0,-16
8443,1,0,19,0,-19
8444,0,0,6,0,-6
8445,0,0,31,0,-31
8446,1,0,15,0,-15
8447,1,0,78,0,-78
8448,0,0,77,0,-77
8449,0,0,4,0,-4
8450,1,1,125,3205,3080
8451,1,0,13,0,-13
8452,1,1,853,1261,408
8453,1,1,711,1507,796
8454,0,0,46,0,-46
8455,1,0,7,0,-7
8456,0,0,6,0,-6
8457,1,1,1202,2239,1037
8458,0,0,22,0,-22
8459,1,0,7,0,-7
8460,1,0,47,0,-47
8461,0,0,39,0,-39
8462,0,0,173,0,-173
8463,1,1,466,1333,867
8464,0,0,93,0,-93
8465,0,0,12,0,-12
8466,0,0,95,0,-95
8467,1,0,126,0,-126
8468,1,0,29,0,-29
8469,1,0,38,0,-38
8470,0,0,4,0,-4
8471,1,0,43,0,-43
8472,0,0,3,0,-3
8473,0,0,47,0,-47
8474,1,1,261,1302,1041
8475,1,1,201,1406,1205
8476,1,1,197,1369,1172
8477,0,0,120,0,-120
8478,1,1,133,1393,1260
8479,1,1,118,1437,1319
8480,0,0,15,0,-15
8481,0,0,120,0,-120
8482,1,1,375,1540,1165
8483,0,0,47,0,-47
8484,0,0,55,0,-55
8485,1,0,33,0,-33
8486,1,0,62,0,-62
8487,1,1,248,1890,1642
8488,0,0,129,0,-129
8489,1,0,22,0,-22
8490,1,1,353,1898,1545
8491,1,0,15,0,-15
8492,1,0,28,0,-28
8493,1,1,1782,1291,-491
8494,1,0,2,0,-2
8495,1,1,689,1748,1059
8496,0,0,108,0,-108
8497,1,1,517,1515,998
8498,1,0,3,0,-3
8499,1,1,101,1326,1225
8500,0,0,1,0,-1
8501,1,0,11,0,-11
8502,1,0,76,0,-76
8503,0,0,4,0,-4
8504,0,0,31,0,-31
8505,1,1,728,2260,1532
8506,0,0,12,0,-12
8507,1,1,465,1350,885
8508,1,1,100,1344,1244
8509,1,1,289,1683,1394
8510,1,0,79,0,-79
8511,1,1,825,1348,523
8512,0,0,20,0,-20
8513,1,0,26,0,-26
8514,1,1,161,1299,1138
8515,0,0,3,0,-3
8516,1,1,276,1517,1241
8517,0,0,43,0,-43
8518,0,0,145,0,-145
8519,1,0,33,0,-33
8520,0,0,29,0,-29
8521,1,1,146,1702,1556
8522,1,1,149,1635,1486
8523,1,0,28,0,-28
8524,1,1,290,1452,1162
8525,0,0,0,0,0
8526,1,1,1172,1568,396
8527,1,0,17,0,-17
8528,0,0,80,0,-80
8529,1,1,419,1619,1200
8530,1,1,986,1380,394
8531,1,0,17,0,-17
8532,1,0,0,0,0
8533,1,1,1801,1235,-566
8534,0,0,133,0,-133
8535,1,1,821,1256,435
8536,1,1,372,1911,1539
8537,0,0,65,0,-65
8538,0,0,94,0,-94
8539,1,0,19,0,-19
8540,1,0,12,0,-12
8541,0,0,17,0,-17
8542,1,0,12,0,-12
8543,1,0,14,0,-14
8544,0,0,16,0,-16
8545,1,1,202,1316,1114
8546,1,0,0,0,0
8547,0,0,53,0,-53
8548,0,0,13,0,-13
8549,0,0,22,0,-22
8550,1,0,65,0,-65
8551,0,0,46,0,-46
8552,0,0,105,0,-105
8553,1,0,31,0,-31
8554,1,0,12,0,-12
8555,1,0,42,0,-42
8556,0,0,40,0,-40
8557,1,0,8,0,-8
8558,0,0,38,0,-38
8559,1,0,44,0,-44
8560,0,0,28,0,-28
8561,0,0,20,0,-20
8562,1,1,553,1522,969
8563,1,1,197,1412,1215
8564,0,0,24,0,-24
8565,0,0,5,0,-5
8566,1,1,419,1652,1233
8567,1,1,1214,1444,230
8568,0,0,3,0,-3
8569,1,0,1,0,-1
8570,1,1,1480,2855,1375
8571,1,0,0,0,0
8572,0,0,33,0,-33
8573,1,1,343,1430,1087
8574,1,0,13,0,-13
8575,1,0,29,0,-29
8576,0,0,183,0,-183
8577,1,0,47,0,-47
8578,0,0,7,0,-7
8579,0,0,62,0,-62
8580,1,0,0,0,0
8581,1,0,57,0,-57
8582,1,1,325,2510,2185
8583,1,0,27,0,-27
8584,0,0,35,0,-35
8585,0,0,71,0,-71
8586,0,0,6,0,-6
8587,0,0,0,0,0
8588,0,0,18,0,-18
8589,0,0,84,0,-84
8590,0,0,8,0,-8
8591,0,0,5,0,-5
8592,1,1,168,1327,1159
8593,1,1,42,1339,1297
8594,1,0,10,0,-10
8595,0,0,82,0,-82
8596,1,1,567,1542,975
8597,0,0,5,0,-5
8598,0,0,17,0,-17
8599,1,1,504,1488,984
8600,1,1,174,1255,1081
8601,1,1,117,1593,1476
8602,1,1,570,1269,699
8603,0,0,16,0,-16
8604,1,1,178,1271,1093
8605,1,0,4,0,-4
8606,1,0,51,0,-51
8607,0,0,89,0,-89
8608,0,0,11,0,-11
8609,1,1,488,1647,1159
8610,1,1,192,1507,1315
8611,0,0,28,0,-28
8612,0,0,243,0,-243
8613,1,0,22,0,-22
8614,1,1,712,1840,1128
8615,0,0,62,0,-62
8616,1,1,1060,1328,268
8617,0,0,106,0,-106
8618,0,0,14,0,-14
8619,0,0,33,0,-33
8620,1,1,141,1249,1108
8621,1,0,304,0,-304
8622,0,0,46,0,-46
8623,1,0,10,0,-10
8624,1,1,488,1634,1146
8625,1,1,154,1589,1435
8626,1,0,74,0,-74
8627,1,0,28,0,-28
8628,0,0,23,0,-23
8629,0,0,25,0,-25
8630,1,1,165,2067,1902
8631,0,0,22,0,-22
8632,0,0,0,0,0
8633,0,0,13,0,-13
8634,1,0,111,0,-111
8635,0,0,54,0,-54
8636,1,0,77,0,-77
8637,0,0,6,0,-6
8638,1,0,9,0,-9
8639,1,0,33,0,-33
8640,0,0,41,0,-41
8641,1,0,92,0,-92
8642,1,0,21,0,-21
8643,0,0,26,0,-26
8644,1,1,115,1303,1188
8645,1,0,45,0,-45
8646,0,0,123,0,-123
8647,1,0,157,0,-157
8648,1,0,84,0,-84
8649,1,1,15,1258,1243
8650,1,0,94,0,-94
8651,0,0,33,0,-33
8652,1,0,20,0,-20
8653,1,0,34,0,-34
8654,1,1,952,1421,469
8655,1,0,36,0,-36
8656,1,0,39,0,-39
8657,1,0,43,0,-43
8658,1,1,461,1308,847
8659,0,0,20,0,-20
8660,1,0,7,0,-7
8661,1,1,451,1354,903
8662,0,0,108,0,-108
8663,1,0,12,0,-12
8664,0,0,61,0,-61
8665,0,0,4,0,-4
8666,0,0,19,0,-19
8667,1,0,11,0,-11
8668,0,0,10,0,-10
8669,1,0,118,0,-118
8670,1,1,302,3026,2724
8671,1,1,107,1311,1204
8672,0,0,2,0,-2
8673,1,1,542,2110,1568
8674,1,1,683,2745,2062
8675,1,1,803,1845,1042
8676,1,0,35,0,-35
8677,1,0,23,0,-23
8678,1,1,182,1555,1373
8679,1,0,53,0,-53
8680,1,1,431,1407,976
8681,1,0,246,0,-246
8682,1,0,67,0,-67
8683,1,1,151,1368,1217
8684,0,0,42,0,-42
8685,1,0,96,0,-96
8686,0,0,115,0,-115
8687,1,1,643,1684,1041
8688,1,0,9,0,-9
8689,1,0,3,0,-3
8690,1,0,52,0,-52
8691,1,0,77,0,-77
8692,1,1,616,1523,907
8693,1,0,15,0,-15
8694,0,0,22,0,-22
8695,0,0,32,0,-32
8696,0,0,35,0,-35
8697,0,0,26,0,-26
8698,0,0,188,0,-188
8699,0,0,28,0,-28
8700,1,0,164,0,-164
8701,1,1,178,1530,1352
8702,1,0,2,0,-2
8703,1,0,25,0,-25
8704,0,0,54,0,-54
8705,0,0,19,0,-19
8706,1,0,33,0,-33
8707,0,0,5,0,-5
8708,1,0,13,0,-13
8709,1,0,48,0,-48
8710,1,0,31,0,-31
8711,0,0,62,0,-62
8712,1,0,45,0,-45
8713,1,1,467,2228,1761
8714,1,1,648,1448,800
8715,0,0,7,0,-7
8716,0,0,12,0,-12
8717,0,0,57,0,-57
8718,1,1,522,1435,913
8719,1,0,48,0,-48
8720,1,1,121,1874,1753
8721,1,0,44,0,-44
8722,1,1,324,1262,938
8723,0,0,44,0,-44
8724,0,0,26,0,-26
8725,1,1,2578,2284,-294
8726,1,0,36,0,-36
8727,1,0,142,0,-142
8728,1,1,670,1264,594
8729,1,1,626,1282,656
8730,1,0,142,0,-142
8731,0,0,26,0,-26
8732,1,0,31,0,-31
8733,1,1,38,1489,1451
8734,1,0,87,0,-87
8735,1,0,4,0,-4
8736,1,0,62,0,-62
8737,1,0,6,0,-6
8738,1,0,97,0,-97
8739,1,1,150,1261,1111
8740,0,0,1,0,-1
8741,1,1,439,2389,1950
8742,0,0,78,0,-78
8743,1,1,282,1630,1348
8744,1,0,22,0,-22
