ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
5820,0,0,27,0,-27
5821,1,1,148,1237,1089
5822,1,0,32,0,-32
5823,1,1,366,1307,941
5824,1,1,115,1852,1737
5825,0,0,46,0,-46
5826,0,0,137,0,-137
5827,1,0,77,0,-77
5828,1,0,24,0,-24
5829,1,0,0,0,0
5830,1,1,655,1656,1001
5831,1,1,1056,1381,325
5832,1,0,23,0,-23
5833,1,1,1991,1616,-375
5834,1,1,376,1323,947
5835,0,0,12,0,-12
5836,1,0,85,0,-85
5837,0,0,63,0,-63
5838,0,0,113,0,-113
5839,0,0,7,0,-7
5840,0,0,132,0,-132
5841,0,0,69,0,-69
5842,0,0,149,0,-149
5843,0,0,9,0,-9
5844,1,1,229,2466,2237
5845,0,0,20,0,-20
5846,1,0,14,0,-14
5847,0,0,38,0,-38
5848,1,0,37,0,-37
5849,0,0,105,0,-105
5850,0,0,55,0,-55
5851,1,1,190,1661,1471
5852,1,1,145,1560,1415
5853,1,1,2347,1995,-352
5854,1,1,753,2315,1562
5855,0,0,65,0,-65
5856,1,1,488,1297,809
5857,1,0,16,0,-16
5858,0,0,15,0,-15
5859,0,0,70,0,-70
5860,0,0,53,0,-53
5861,0,0,54,0,-54
5862,1,0,10,0,-10
5863,0,0,4,0,-4
5864,1,1,1364,1776,412
5865,0,0,68,0,-68
5866,1,1,346,1474,1128
5867,1,0,3,0,-3
5868,0,0,32,0,-32
5869,0,0,45,0,-45
5870,0,0,92,0,-92
5871,0,0,17,0,-17
5872,0,0,12,0,-12
5873,0,0,2,0,-2
5874,1,0,99,0,-99
5875,1,0,232,0,-232
5876,0,0,24,0,-24
5877,0,0,3,0,-3
5878,1,1,265,1904,1639
5879,1,0,155,0,-155
5880,0,0,43,0,-43
5881,0,0,30,0,-30
5882,0,0,135,0,-135
5883,0,0,37,0,-37
5884,0,0,113,0,-113
5885,1,0,22,0,-22
5886,1,0,50,0,-50
5887,1,0,2,0,-2
5888,1,1,61,1332,1271
5889,0,0,70,0,-70
5890,1,0,47,0,-47
5891,1,0,1,0,-1
5892,1,1,31,1413,1382
5893,1,1,431,1380,949
5894,1,1,42,1562,1520
5895,1,1,612,1203,591
5896,0,0,48,0,-48
5897,1,1,390,1691,1301
5898,1,1,245,2470,2225
5899,1,0,2,0,-2
5900,0,0,26,0,-26
5901,1,1,218,3100,2882
5902,0,0,38,0,-38
5903,0,0,44,0,-44
5904,0,0,10,0,-10
5905,1,1,564,1621,1057
5906,0,0,18,0,-18
5907,1,1,385,1745,1360
5908,0,0,129,0,-129
5909,0,0,50,0,-50
5910,0,0,31,0,-31
5911,0,0,6,0,-6
5912,1,0,54,0,-54
5913,1,1,809,3302,2493
5914,0,0,63,0,-63
5915,1,1,187,1206,1019
5916,0,0,1,0,-1
5917,1,0,65,0,-65
5918,1,1,726,1775,1049
5919,1,1,342,1270,928
5920,0,0,24,0,-24
5921,1,1,241,2570,2329
5922,1,1,71,1321,1250
5923,0,0,77,0,-77
5924,0,0,35,0,-35
5925,1,1,112,1623,1511
5926,1,1,325,1264,939
5927,1,0,108,0,-108
5928,1,0,152,0,-152
5929,0,0,21,0,-21
5930,0,0,19,0,-19
5931,1,1,203,2934,2731
5932,0,0,0,0,0
5933,0,0,16,0,-16
5934,1,1,815,1749,934
5935,0,0,51,0,-51
5936,0,0,65,0,-65
5937,1,0,132,0,-132
5938,0,0,59,0,-59
5939,0,0,45,0,-45
5940,0,0,3,0,-3
5941,1,0,1,0,-1
5942,0,0,55,0,-55
5943,1,1,34,1285,1251
5944,0,0,6,0,-6
5945,1,1,1951,1285,-666
5946,0,0,71,0,-71
5947,1,0,40,0,-40
5948,0,0,62,0,-62
5949,1,1,681,1700,1019
5950,1,1,1290,1340,50
5951,1,0,57,0,-57
5952,0,0,60,0,-60
5953,0,0,32,0,-32
5954,1,0,64,0,-64
5955,0,0,22,0,-22
5956,1,0,97,0,-97
5957,1,1,475,2643,2168
5958,1,0,9,0,-9
5959,1,1,229,1263,1034
5960,1,0,99,0,-99
5961,0,0,11,0,-11
5962,0,0,32,0,-32
5963,1,0,48,0,-48
5964,0,0,16,0,-16
5965,0,0,49,0,-49
5966,0,0,0,0,0
5967,0,0,35,0,-35
5968,1,1,1171,1614,443
5969,0,0,55,0,-55
5970,0,0,9,0,-9
5971,1,0,68,0,-68
5972,0,0,85,0,-85
5973,1,0,33,0,-33
5974,1,0,47,0,-47
5975,1,1,17,1368,1351
5976,0,0,41,0,-41
5977,1,1,218,1257,1039
5978,1,1,820,1295,475
5979,1,0,23,0,-23
5980,0,0,23,0,-23
5981,0,0,83,0,-83
5982,1,1,103,1316,1213
5983,0,0,5,0,-5
5984,1,0,18,0,-18
5985,1,0,81,0,-81
5986,0,0,18,0,-18
5987,1,0,39,0,-39
5988,0,0,55,0,-55
5989,0,0,109,0,-109
5990,0,0,33,0,-33
5991,1,1,181,2397,2216
5992,1,0,130,0,-130
5993,1,1,377,1467,1090
5994,0,0,7,0,-7
5995,0,0,43,0,-43
5996,1,1,183,1228,1045
5997,1,0,34,0,-34
5998,0,0,133,0,-133
5999,1,0,169,0,-169
6000,1,1,171,2210,2039
6001,1,0,80,0,-80
6002,1,1,642,1588,946
6003,1,0,4,0,-4
6004,1,0,0,0,0
6005,1,1,230,1221,991
6006,0,0,3,0,-3
6007,0,0,22,0,-22
6008,0,0,17,0,-17
6009,1,1,265,1211,946
6010,0,0,10,0,-10
6011,1,0,7,0,-7
6012,0,0,30,0,-30
6013,1,0,25,0,-25
6014,0,0,10,0,-10
6015,1,1,146,1755,1609
6016,0,0,61,0,-61
6017,0,0,87,0,-87
6018,1,1,188,1443,1255
6019,1,1,154,1445,1291
6020,1,0,14,0,-14
6021,0,0,23,0,-23
6022,1,1,342,1250,908
6023,1,1,784,1218,434
6024,1,1,262,1580,1318
6025,1,0,4,0,-4
6026,0,0,6,0,-6
6027,1,1,344,1261,917
6028,1,0,117,0,-117
6029,1,1,820,1534,714
6030,0,0,14,0,-14
6031,0,0,28,0,-28
6032,1,0,2,0,-2
6033,1,1,360,1220,860
6034,1,1,402,1209,807
6035,1,1,562,1288,726
6036,0,0,93,0,-93
6037,1,1,440,1339,899
6038,1,0,28,0,-28
6039,1,1,107,2093,1986
6040,1,0,55,0,-55
6041,0,0,2,0,-2
6042,1,1,211,1317,1106
6043,1,1,720,1246,526
6044,1,0,114,0,-114
6045,1,0,143,0,-143
6046,1,1,493,1667,1174
6047,0,0,2,0,-2
6048,1,1,460,1716,1256
6049,0,0,186,0,-186
6050,1,1,296,1243,947
6051,1,0,3,0,-3
6052,1,1,718,1418,700
6053,1,0,14,0,-14
6054,1,0,80,0,-80
6055,0,0,106,0,-106
6056,1,0,22,0,-22
6057,1,0,65,0,-65
6058,0,0,74,0,-74
6059,0,0,0,0,0
6060,0,0,82,0,-82
6061,1,0,92,0,-92
6062,1,0,27,0,-27
6063,1,0,84,0,-84
6064,1,1,414,1580,1166
6065,0,0,11,0,-11
6066,1,0,10,0,-10
6067,0,0,10,0,-10
6068,1,0,84,0,-84
6069,0,0,45,0,-45
6070,0,0,0,0,0
6071,1,0,25,0,-25
6072,1,1,588,1251,663
6073,1,0,49,0,-49
6074,0,0,19,0,-19
6075,0,0,37,0,-37
6076,1,0,12,0,-12
6077,0,0,28,0,-28
6078,1,1,510,1718,1208
6079,0,0,2,0,-2
6080,1,1,246,1981,1735
6081,0,0,157,0,-157
6082,1,1,256,1205,949
6083,1,0,42,0,-42
6084,0,0,12,0,-12
6085,1,0,122,0,-122
6086,0,0,33,0,-33
6087,0,0,8,0,-8
6088,0,0,109,0,-109
6089,0,0,59,0,-59
6090,0,0,17,0,-17
6091,1,0,41,0,-41
6092,1,0,26,0,-26
6093,1,1,791,1202,411
6094,1,0,56,0,-56
6095,1,0,28,0,-28
6096,1,0,17,0,-17
6097,0,0,26,0,-26
6098,1,0,85,0,-85
6099,1,0,147,0,-147
6100,1,0,49,0,-49
6101,0,0,58,0,-58
6102,0,0,29,0,-29
6103,1,0,26,0,-26
6104,0,0,31,0,-31
6105,0,0,37,0,-37
6106,1,1,82,1253,1171
6107,1,1,923,1275,352
6108,1,1,389,1816,1427
6109,0,0,19,0,-19
6110,1,1,175,1547,1372
6111,0,0,2,0,-2
6112,1,0,31,0,-31
6113,1,1,65,2167,2102
6114,0,0,16,0,-16
6115,1,1,1298,1241,-57
6116,1,0,24,0,-24
6117,1,1,1220,1294,74
6118,0,0,15,0,-15
6119,0,0,55,0,-55
6120,1,0,47,0,-47
6121,1,1,801,1205,404
6122,0,0,8,0,-8
6123,0,0,78,0,-78
6124,0,0,29,0,-29
6125,1,1,805,1291,486
6126,0,0,21,0,-21
6127,1,0,1,0,-1
6128,0,0,21,0,-21
6129,1,1,875,1271,396
6130,1,1,393,1546,1153
6131,0,0,79,0,-79
6132,1,0,6,0,-6
6133,1,0,60,0,-60
6134,1,1,304,1346,1042
6135,1,0,3,0,-3
6136,0,0,10,0,-10
6137,1,1,709,2106,1397
6138,0,0,94,0,-94
6139,0,0,46,0,-46
6140,1,1,752,1290,538
6141,0,0,40,0,-40
6142,1,1,1624,1382,-242
6143,1,1,248,1459,1211
6144,1,1,838,1249,411
6145,1,1,201,2150,1949
6146,1,1,322,1467,1145
6147,1,0,45,0,-45
6148,0,0,20,0,-20
6149,1,0,75,0,-75
6150,1,1,126,1508,1382
6151,1,1,528,1513,985
6152,0,0,124,0,-124
6153,1,1,272,1531,1259
6154,1,0,10,0,-10
6155,1,1,3193,2180,-1013
6156,1,1,202,1512,1310
6157,1,0,166,0,-166
6158,0,0,0,0,0
6159,0,0,5,0,-5
6160,1,0,27,0,-27
6161,1,0,58,0,-58
6162,1,0,120,0,-120
6163,0,0,70,0,-70
6164,1,0,45,0,-45
6165,0,0,50,0,-50
6166,1,0,37,0,-37
6167,0,0,21,0,-21
6168,0,0,18,0,-18
6169,1,0,18,0,-18
6170,1,1,892,1298,406
6171,1,0,29,0,-29
6172,0,0,21,0,-21
6173,0,0,7,0,-7
6174,1,1,173,1263,1090
6175,1,0,115,0,-115
6176,1,0,36,0,-36
6177,1,1,429,1219,790
6178,1,0,97,0,-97
6179,1,0,112,0,-112
6180,0,0,119,0,-119
6181,1,0,60,0,-60
6182,0,0,26,0,-26
6183,1,0,49,0,-49
6184,0,0,5,0,-5
6185,1,0,7,0,-7
6186,0,0,3,0,-3
6187,1,0,14,0,-14
6188,0,0,13,0,-13
6189,0,0,11,0,-11
6190,0,0,1,0,-1
6191,0,0,65,0,-65
6192,1,1,341,1448,1107
6193,0,0,29,0,-29
6194,1,0,109,0,-109
6195,0,0,84,0,-84
6196,1,1,381,1419,1038
6197,0,0,139,0,-139
6198,0,0,157,0,-157
6199,1,1,721,1220,499
6200,1,0,52,0,-52
6201,1,1,264,1847,1583
6202,0,0,30,0,-30
6203,0,0,19,0,-19
6204,0,0,73,0,-73
6205,1,1,382,1363,981
6206,1,0,52,0,-52
6207,0,0,35,0,-35
6208,1,1,268,1223,955
6209,0,0,6,0,-6
6210,1,1,922,2884,1962
6211,0,0,28,0,-28
6212,0,0,55,0,-55
6213,0,0,7,0,-7
6214,0,0,89,0,-89
6215,0,0,99,0,-99
6216,0,0,17,0,-17
6217,1,0,30,0,-30
6218,0,0,91,0,-91
6219,1,0,15,0,-15
6220,0,0,96,0,-96
6221,1,1,715,1734,1019
6222,0,0,9,0,-9
6223,1,1,786,2533,1747
6224,1,0,81,0,-81
6225,1,0,3,0,-3
6226,1,0,58,0,-58
6227,1,0,52,0,-52
6228,1,1,76,1753,1677
6229,0,0,37,0,-37
6230,1,0,4,0,-4
6231,1,0,22,0,-22
6232,0,0,21,0,-21
6233,0,0,235,0,-235
6234,1,0,75,0,-75
6235,1,0,82,0,-82
6236,0,0,47,0,-47
6237,0,0,20,0,-20
6238,1,1,515,1225,710
6239,1,1,166,1485,1319
6240,1,1,1236,1633,397
6241,1,0,30,0,-30
6242,1,1,462,1364,902
6243,1,1,1197,2486,1289
6244,1,1,532,1378,846
6245,0,0,81,0,-81
6246,0,0,94,0,-94
6247,0,0,98,0,-98
6248,1,0,77,0,-77
6249,1,0,21,0,-21
6250,0,0,170,0,-170
6251,1,0,288,0,-288
6252,0,0,73,0,-73
6253,0,0,34,0,-34
6254,1,1,1139,1645,506
6255,0,0,31,0,-31
6256,1,0,25,0,-25
6257,0,0,0,0,0
6258,0,0,137,0,-137
6259,0,0,62,0,-62
6260,1,1,286,1833,1547
6261,1,0,31,0,-31
6262,0,0,46,0,-46
6263,1,0,38,0,-38
6264,0,0,54,0,-54
6265,1,1,269,1539,1270
6266,0,0,2,0,-2
6267,0,0,72,0,-72
6268,1,1,258,1474,1216
6269,0,0,35,0,-35
6270,1,0,40,0,-40
6271,1,1,1346,1344,-2
6272,1,1,2274,1211,-1063
6273,1,0,36,0,-36
6274,0,0,57,0,-57
6275,1,0,78,0,-78
6276,0,0,112,0,-112
6277,1,0,15,0,-15
6278,1,1,1238,1276,38
6279,0,0,18,0,-18
6280,1,1,856,1459,603
6281,0,0,53,0,-53
6282,1,0,72,0,-72
6283,1,1,187,1887,1700
6284,1,0,38,0,-38
6285,0,0,21,0,-21
6286,1,1,452,1469,1017
6287,1,1,418,1399,981
6288,1,1,110,1586,1476
6289,1,0,52,0,-52
6290,0,0,31,0,-31
6291,1,1,22,1429,1407
6292,1,1,645,1218,573
6293,0,0,53,0,-53
6294,1,1,444,1437,993
6295,0,0,130,0,-130
6296,1,1,711,1336,625
6297,1,0,30,0,-30
6298,1,0,143,0,-143
6299,1,0,2,0,-2
6300,0,0,19,0,-19
6301,0,0,20,0,-20
6302,0,0,6,0,-6
6303,1,0,24,0,-24
6304,1,1,2040,2720,680
6305,1,1,188,1843,1655
6306,0,0,28,0,-28
6307,1,1,299,1664,1365
6308,0,0,61,0,-61
6309,1,0,52,0,-52
6310,1,0,118,0,-118
6311,1,0,114,0,-114
6312,0,0,4,0,-4
6313,1,0,13,0,-13
6314,1,0,82,0,-82
6315,1,0,61,0,-61
6316,0,0,249,0,-249
6317,1,0,56,0,-56
6318,0,0,143,0,-143
6319,1,0,48,0,-48
6320,1,0,39,0,-39
6321,1,1,500,2392,1892
6322,1,1,29,1723,1694
6323,1,0,23,0,-23
6324,1,0,20,0,-20
6325,0,0,7,0,-7
6326,1,0,3,0,-3
6327,1,0,11,0,-11
6328,0,0,11,0,-11
6329,1,0,24,0,-24
6330,1,0,31,0,-31
6331,1,0,9,0,-9
6332,1,0,163,0,-163
6333,1,1,191,1281,1090
6334,1,1,285,1354,1069
6335,1,0,14,0,-14
6336,1,0,51,0,-51
6337,0,0,36,0,-36
6338,1,1,102,1594,1492
6339,1,1,92,1229,1137
6340,1,0,59,0,-59
6341,0,0,82,0,-82
6342,1,0,24,0,-24
6343,0,0,7,0,-7
6344,1,0,187,0,-187
6345,1,1,950,1810,860
6346,0,0,1,0,-1
6347,0,0,47,0,-47
6348,0,0,11,0,-11
6349,1,0,105,0,-105
6350,1,0,56,0,-56
6351,1,0,42,0,-42
6352,1,1,163,1270,1107
6353,0,0,38,0,-38
6354,0,0,146,0,-146
6355,1,0,145,0,-145
6356,1,1,278,1215,937
6357,0,0,36,0,-36
6358,0,0,77,0,-77
6359,0,0,92,0,-92
6360,1,1,692,2778,2086
6361,1,1,527,1623,1096
6362,1,0,8,0,-8
6363,1,0,39,0,-39
6364,1,1,277,1342,1065
6365,1,0,29,0,-29
6366,1,0,2,0,-2
6367,0,0,5,0,-5
6368,1,1,500,1490,990
6369,0,0,60,0,-60
6370,1,1,776,3054,2278
6371,0,0,109,0,-109
6372,0,0,3,0,-3
6373,0,0,41,0,-41
6374,1,0,267,0,-267
6375,1,0,109,0,-109
6376,0,0,123,0,-123
6377,1,0,130,0,-130
6378,0,0,33,0,-33
6379,0,0,23,0,-23
6380,0,0,36,0,-36
6381,1,1,378,1685,1307
6382,1,0,40,0,-40
6383,1,1,67,1248,1181
6384,1,1,359,1292,933
6385,0,0,96,0,-96
6386,0,0,25,0,-25
6387,0,0,0,0,0
6388,0,0,43,0,-43
6389,1,1,403,1209,806
6390,0,0,0,0,0
6391,1,1,732,1218,486
6392,0,0,104,0,-104
6393,1,1,342,1514,1172
6394,0,0,8,0,-8
6395,0,0,71,0,-71
6396,1,1,90,1592,1502
6397,0,0,34,0,-34
6398,1,0,101,0,-101
6399,1,0,60,0,-60
6400,1,0,24,0,-24
6401,0,0,3,0,-3
6402,1,1,1006,1668,662
6403,1,0,18,0,-18
6404,1,1,197,1638,1441
6405,0,0,124,0,-124
6406,1,1,404,2293,1889
6407,1,0,36,0,-36
6408,0,0,224,0,-224
6409,1,0,22,0,-22
6410,1,1,255,2417,2162
6411,1,1,262,1382,1120
6412,0,0,79,0,-79
6413,0,0,5,0,-5
6414,1,0,40,0,-40
6415,1,0,7,0,-7
6416,0,0,21,0,-21
6417,1,1,247,2447,2200
6418,1,0,4,0,-4
6419,0,0,5,0,-5
6420,1,0,37,0,-37
6421,1,1,634,1443,809
6422,0,0,24,0,-24
6423,0,0,68,0,-68
6424,0,0,21,0,-21
6425,1,1,95,1585,1490
6426,0,0,75,0,-75
6427,0,0,180,0,-180
6428,1,1,519,1361,842
6429,0,0,22,0,-22
6430,1,0,0,0,0
6431,0,0,40,0,-40
6432,1,0,7,0,-7
6433,0,0,69,0,-69
6434,0,0,67,0,-67
6435,1,0,54,0,-54
6436,1,0,86,0,-86
6437,1,0,42,0,-42
6438,0,0,6,0,-6
6439,1,0,68,0,-68
6440,0,0,4,0,-4
6441,1,0,11,0,-11
6442,1,0,46,0,-46
6443,1,1,131,1363,1232
6444,0,0,48,0,-48
6445,1,0,18,0,-18
6446,0,0,103,0,-103
6447,0,0,44,0,-44
6448,0,0,29,0,-29
6449,0,0,11,0,-11
6450,1,1,124,1226,1102
6451,0,0,9,0,-9
6452,1,0,61,0,-61
6453,1,1,100,1532,1432
6454,1,1,131,1222,1091
6455,1,1,1325,1248,-77
6456,0,0,29,0,-29
6457,0,0,12,0,-12
6458,0,0,54,0,-54
6459,1,0,16,0,-16
6460,0,0,101,0,-101
6461,1,0,1,0,-1
6462,1,0,7,0,-7
6463,0,0,3,0,-3
6464,0,0,5,0,-5
6465,1,0,158,0,-158
6466,1,0,7,0,-7
6467,1,0,62,0,-62
6468,1,1,134,1456,1322
6469,0,0,51,0,-51
6470,0,0,58,0,-58
6471,1,0,3,0,-3
6472,1,1,1872,1598,-274
6473,0,0,27,0,-27
6474,0,0,6,0,-6
6475,0,0,215,0,-215
6476,0,0,162,0,-162
6477,1,1,162,1620,1458
6478,0,0,102,0,-102
6479,1,1,559,1368,809
6480,1,0,6,0,-6
6481,1,0,4,0,-4
6482,1,1,104,1656,1552
6483,0,0,100,0,-100
6484,1,1,559,1234,675
6485,0,0,7,0,-7
6486,1,1,263,1825,1562
6487,0,0,15,0,-15
6488,0,0,16,0,-16
6489,0,0,12,0,-12
6490,1,0,81,0,-81
6491,1,1,728,1277,549
6492,1,0,48,0,-48
6493,1,0,94,0,-94
6494,1,0,11,0,-11
6495,1,0,7,0,-7
6496,0,0,17,0,-17
6497,1,0,74,0,-74
6498,1,1,658,1887,1229
6499,1,1,874,1289,415
6500,0,0,72,0,-72
6501,1,1,163,1247,1084
6502,0,0,34,0,-34
6503,1,1,1340,1453,113
6504,0,0,23,0,-23
6505,0,0,29,0,-29
6506,1,0,57,0,-57
6507,1,1,655,1400,745
6508,1,0,132,0,-132
6509,0,0,5,0,-5
6510,1,0,49,0,-49
6511,1,1,405,1287,882
6512,1,1,678,1202,524
6513,1,1,1630,1205,-425
6514,1,0,77,0,-77
6515,1,0,28,0,-28
6516,1,0,25,0,-25
6517,1,0,55,0,-55
6518,1,1,612,1587,975
6519,0,0,29,0,-29
6520,1,0,4,0,-4
6521,1,0,18,0,-18
6522,0,0,2,0,-2
6523,1,0,27,0,-27
6524,1,0,15,0,-15
6525,0,0,79,0,-79
6526,1,0,3,0,-3
6527,1,0,1,0,-1
6528,0,0,12,0,-12
6529,1,1,108,2970,2862
6530,0,0,20,0,-20
6531,0,0,34,0,-34
6532,1,0,24,0,-24
6533,1,1,286,1357,1071
6534,1,1,812,1380,568
6535,0,0,95,0,-95
6536,0,0,80,0,-80
6537,0,0,4,0,-4
6538,0,0,9,0,-9
6539,1,0,50,0,-50
6540,1,0,22,0,-22
6541,0,0,11,0,-11
6542,0,0,0,0,0
6543,1,1,123,1664,1541
6544,1,1,68,2995,2927
6545,1,0,33,0,-33
6546,1,1,72,2031,1959
6547,1,1,446,4136,3690
6548,1,1,369,1238,869
6549,1,0,30,0,-30
6550,0,0,27,0,-27
6551,1,1,756,1241,485
6552,0,0,44,0,-44
6553,0,0,0,0,0
6554,0,0,120,0,-120
6555,1,1,571,1562,991
6556,1,0,18,0,-18
6557,1,0,28,0,-28
6558,0,0,26,0,-26
6559,1,0,2,0,-2
6560,1,1,104,1291,1187
6561,0,0,28,0,-28
6562,1,1,71,1653,1582
6563,1,0,25,0,-25
6564,1,0,90,0,-90
6565,1,0,79,0,-79
6566,1,0,62,0,-62
6567,1,1,664,1704,1040
6568,1,1,294,1205,911
6569,1,0,123,0,-123
6570,1,1,270,1263,993
6571,0,0,71,0,-71
6572,1,1,249,1345,1096
6573,1,0,75,0,-75
6574,0,0,39,0,-39
6575,0,0,30,0,-30
6576,0,0,23,0,-23
6577,0,0,103,0,-103
6578,0,0,53,0,-53
6579,1,1,1231,1245,14
6580,0,0,93,0,-93
6581,1,0,113,0,-113
6582,1,0,60,0,-60
6583,1,1,887,1803,916
6584,1,0,4,0,-4
6585,0,0,38,0,-38
6586,1,1,466,1526,1060
6587,1,0,11,0,-11
6588,1,0,23,0,-23
6589,1,0,41,0,-41
6590,1,0,37,0,-37
6591,0,0,4,0,-4
6592,1,0,136,0,-136
6593,0,0,7,0,-7
6594,1,0,39,0,-39
6595,1,0,41,0,-41
6596,1,0,21,0,-21
6597,0,0,88,0,-88
6598,0,0,11,0,-11
6599,1,0,43,0,-43
6600,0,0,34,0,-34
6601,0,0,21,0,-21
6602,1,1,1280,1252,-28
6603,1,0,0,0,0
6604,1,0,13,0,-13
6605,1,0,23,0,-23
6606,0,0,3,0,-3
6607,0,0,58,0,-58
6608,0,0,114,0,-114
6609,1,1,1906,1447,-459
6610,0,0,31,0,-31
6611,1,0,101,0,-101
6612,1,0,8,0,-8
6613,1,1,106,1707,1601
6614,1,1,197,1368,1171
6615,1,0,53,0,-53
6616,1,0,46,0,-46
6617,1,1,1776,1258,-518
6618,0,0,20,0,-20
6619,1,1,218,1890,1672
6620,1,1,808,1286,478
6621,0,0,70,0,-70
6622,0,0,46,0,-46
6623,0,0,61,0,-61
6624,0,0,13,0,-13
6625,0,0,115,0,-115
6626,1,0,80,0,-80
6627,0,0,132,0,-132
6628,1,0,10,0,-10
6629,1,0,9,0,-9
6630,1,1,402,1420,1018
6631,1,1,348,1415,1067
6632,1,0,12,0,-12
6633,1,1,257,2293,2036
6634,1,1,160,1239,1079
6635,1,0,49,0,-49
6636,1,1,814,1361,547
6637,0,0,20,0,-20
6638,0,0,1,0,-1
6639,0,0,56,0,-56
6640,1,1,101,1834,1733
6641,0,0,21,0,-21
6642,1,0,11,0,-11
6643,0,0,31,0,-31
6644,0,0,32,0,-32
6645,1,1,222,1435,1213
6646,1,0,9,0,-9
6647,0,0,25,0,-25
6648,0,0,52,0,-52
6649,1,1,54,1230,1176
6650,1,0,57,0,-57
6651,1,1,253,1611,1358
6652,1,1,238,1316,1078
6653,0,0,25,0,-25
6654,0,0,27,0,-27
6655,0,0,40,0,-40
6656,1,0,1,0,-1
6657,1,1,855,1356,501
6658,0,0,91,0,-91
6659,1,0,6,0,-6
6660,0,0,83,0,-83
6661,1,0,7,0,-7
6662,1,0,43,0,-43
6663,0,0,41,0,-41
6664,0,0,49,0,-49
6665,0,0,8,0,-8
6666,0,0,13,0,-13
6667,1,0,7,0,-7
6668,0,0,61,0,-61
6669,1,1,149,1277,1128
6670,0,0,79,0,-79
6671,0,0,1,0,-1
6672,1,1,698,1235,537
6673,0,0,28,0,-28
6674,1,0,4,0,-4
6675,0,0,133,0,-133
6676,1,1,334,1299,965
6677,1,1,96,1320,1224
6678,1,1,2260,1452,-808
6679,0,0,3,0,-3
6680,0,0,108,0,-108
6681,0,0,36,0,-36
6682,1,1,410,1266,856
6683,1,0,2,0,-2
6684,0,0,9,0,-9
6685,0,0,106,0,-106
6686,1,1,292,1521,1229
6687,1,0,7,0,-7
6688,1,1,141,2119,1978
6689,1,0,29,0,-29
6690,1,1,163,1577,1414
6691,0,0,72,0,-72
6692,0,0,56,0,-56
6693,1,1,16,1416,1400
6694,1,0,60,0,-60
6695,0,0,48,0,-48
6696,1,0,79,0,-79
6697,1,1,38,1277,1239
6698,0,0,13,0,-13
6699,1,0,15,0,-15
6700,1,1,355,1756,1401
6701,0,0,5,0,-5
6702,1,1,417,1270,853
6703,1,1,213,1301,1088
6704,1,0,64,0,-64
6705,1,0,79,0,-79
6706,0,0,1,0,-1
6707,0,0,13,0,-13
6708,1,1,724,4206,3482
6709,0,0,22,0,-22
6710,0,0,1,0,-1
6711,0,0,106,0,-106
6712,1,1,975,1387,412
6713,1,1,895,1498,603
6714,0,0,269,0,-269
6715,1,1,204,1273,1069
6716,1,0,33,0,-33
6717,0,0,42,0,-42
6718,1,1,478,1809,1331
6719,0,0,103,0,-103
6720,0,0,35,0,-35
6721,0,0,9,0,-9
6722,1,0,42,0,-42
6723,1,1,113,1994,1881
6724,0,0,65,0,-65
6725,1,1,2414,1349,-1065
6726,1,1,43,1375,1332
6727,1,0,13,0,-13
6728,0,0,14,0,-14
6729,1,1,2076,1777,-299
6730,1,0,40,0,-40
6731,0,0,85,0,-85
6732,0,0,9,0,-9
6733,1,1,397,2580,2183
6734,0,0,72,0,-72
6735,1,1,336,1589,1253
6736,1,0,10,0,-10
6737,1,0,25,0,-25
6738,1,0,9,0,-9
6739,0,0,140,0,-140
6740,1,1,228,1406,1178
6741,0,0,0,0,0
6742,1,1,149,1228,1079
6743,1,0,55,0,-55
6744,1,0,36,0,-36
6745,1,0,145,0,-145
6746,1,0,63,0,-63
6747,1,1,650,1250,600
6748,0,0,1,0,-1
6749,0,0,58,0,-58
6750,1,0,2,0,-2
6751,0,0,108,0,-108
6752,0,0,19,0,-19
6753,1,0,42,0,-42
6754,0,0,9,0,-9
6755,0,0,65,0,-65
6756,1,1,313,1675,1362
6757,0,0,116,0,-116
6758,0,0,40,0,-40
6759,1,1,998,1374,376
6760,0,0,12,0,-12
6761,0,0,22,0,-22
6762,1,1,491,1489,998
6763,1,0,187,0,-187
6764,1,0,7,0,-7
6765,1,0,24,0,-24
6766,1,0,7,0,-7
6767,0,0,23,0,-23
6768,1,1,1541,1889,348
6769,1,0,24,0,-24
6770,1,0,48,0,-48
6771,1,0,24,0,-24
6772,1,0,34,0,-34
6773,1,1,69,2498,2429
6774,1,0,4,0,-4
6775,0,0,123,0,-123
6776,1,0,25,0,-25
6777,0,0,12,0,-12
6778,1,0,22,0,-22
6779,1,1,25,1546,1521
6780,0,0,112,0,-112
6781,1,0,10,0,-10
6782,1,1,235,1965,1730
6783,1,0,26,0,-26
6784,0,0,24,0,-24
6785,0,0,0,0,0
6786,1,0,26,0,-26
6787,1,0,28,0,-28
6788,1,1,179,1244,1065
6789,0,0,53,0,-53
6790,1,1,1067,1346,279
6791,1,1,376,1237,861
6792,1,1,14,1862,1848
6793,1,0,74,0,-74
6794,0,0,37,0,-37
6795,1,1,613,1767,1154
6796,0,0,114,0,-114
6797,1,1,581,1262,681
6798,0,0,35,0,-35
6799,1,1,116,1669,1553
6800,1,1,475,1935,1460
6801,0,0,37,0,-37
6802,0,0,86,0,-86
